,question_class,question,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
6816,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A micrograph acquired through light microscopy.,0,"{'pred': [1], 'probs': [[0.20643755793571472, 0.4327374994754791, 0.045789409428834915, 0.3150355815887451]], 'pred_prompt': ['A micrograph acquired through electron microscopy.']}",none,none,none,none,none,none
6817,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A microscopy image obtained through light microscopy.,0,"{'pred': [1], 'probs': [[0.4494677186012268, 0.5359013676643372, 0.009517073631286621, 0.0051137967966496944]], 'pred_prompt': ['A microscopy image obtained through electron microscopy.']}",none,none,none,none,none,none
6818,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A micrograph acquired through brightfield microscopy.,2,"{'pred': [4], 'probs': [[0.0003730329335667193, 0.00617241719737649, 0.11858344078063965, 0.04508016258478165, 0.5506845712661743, 0.27910634875297546]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",none,none,none,none,none,none
6819,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [4], 'probs': [[0.0001516279298812151, 0.010536940768361092, 0.2285265177488327, 0.018459990620613098, 0.716548502445221, 0.02577647939324379]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",none,none,none,none,none,none
6820,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in biology.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,"A micrograph, typically studied in pathology.",2,"{'pred': [3], 'probs': [[2.1428543561796687e-07, 0.00010999474761774763, 0.00035308930091559887, 0.9954177141189575, 0.003935100510716438, 0.00018391724734101444]], 'pred_prompt': ['A micrograph, typically studied in cytology.']}",none,none,none,none,none,none
6821,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in biology.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A microscopy image frequently studied in pathology.,2,"{'pred': [3], 'probs': [[2.1167141312616877e-05, 0.00014761729107704014, 0.004174802452325821, 0.9471124410629272, 0.04721226915717125, 0.0013316748663783073]], 'pred_prompt': ['A microscopy image frequently studied in cytology.']}",none,none,none,none,none,none
6822,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Congo Red.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with Giemsa.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A micrograph stained with Giemsa.,4,"{'pred': [4], 'probs': [[6.855451317733241e-08, 1.0062968840429676e-06, 1.866491038526874e-05, 4.229286503232288e-07, 0.9999077320098877, 7.203973655123264e-05]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
6823,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Congo Red.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Alcian Blue.', 'A microscopy image stained with Giemsa.', 'none of the above']",053ebf22-1330-424b-80f6-25d6e1922ee0,A microscopy image stained with Giemsa.,4,"{'pred': [4], 'probs': [[2.6754321424959926e-08, 3.3707708553265547e-06, 1.1638085197773762e-05, 3.2631396607030183e-06, 0.9999574422836304, 2.4293958631460555e-05]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
6824,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A micrograph acquired through light microscopy.,2,"{'pred': [3], 'probs': [[0.21594375371932983, 0.17108936607837677, 0.25413933396339417, 0.3588275611400604]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6825,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.04616471379995346, 0.4680210053920746, 0.4812033474445343, 0.004610924981534481]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
6826,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A micrograph acquired through brightfield microscopy.,2,"{'pred': [4], 'probs': [[0.24927160143852234, 0.01334152277559042, 0.09413223713636398, 0.024128306657075882, 0.3725871741771698, 0.24653910100460052]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",none,none,none,none,none,none
6827,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [4], 'probs': [[0.3012559711933136, 0.015007895417511463, 0.17370863258838654, 0.03221810609102249, 0.466681569814682, 0.01112776156514883]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",none,none,none,none,none,none
6828,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in radiology.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,"A micrograph, typically studied in pathology.",2,"{'pred': [4], 'probs': [[0.0002483082062099129, 0.05076780170202255, 0.0010027609532698989, 1.788583972484048e-06, 0.9479307532310486, 4.8556961701251566e-05]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
6829,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in radiology.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A microscopy image frequently studied in pathology.,2,"{'pred': [1], 'probs': [[0.0046605877578258514, 0.5835354328155518, 0.017739946022629738, 0.0001484122039983049, 0.39230552315711975, 0.0016101367073133588]], 'pred_prompt': ['A microscopy image frequently studied in cytology.']}",none,none,none,none,none,none
6830,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Giemsa.', 'A micrograph stained with Basic fuchsin.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with Gram.', 'A micrograph stained with Ziehl-Neelsen.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A micrograph stained with Giemsa.,0,"{'pred': [0], 'probs': [[0.9982007741928101, 0.0009671576553955674, 3.880798260524898e-07, 0.00027035753009840846, 3.332410187795176e-06, 0.0005579784628935158]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
6831,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Giemsa.', 'A microscopy image stained with Basic fuchsin.', 'A microscopy image stained with Alcian Blue.', 'A microscopy image stained with Gram.', 'A microscopy image stained with Ziehl-Neelsen.', 'none of the above']",0f4f0fac-5938-4e46-bdb5-6b69ad4c5743,A microscopy image stained with Giemsa.,0,"{'pred': [0], 'probs': [[0.9990342855453491, 0.0007176286308094859, 2.1403773189376807e-06, 0.0001132440593210049, 7.3933392741309945e-06, 0.00012535069254226983]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
6832,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A micrograph acquired through light microscopy.,1,"{'pred': [2], 'probs': [[0.26822590827941895, 0.155876025557518, 0.3410065770149231, 0.23489151895046234]], 'pred_prompt': ['A micrograph acquired through fluorescence microscopy.']}",none,none,none,none,none,none
6833,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A microscopy image obtained through light microscopy.,1,"{'pred': [0], 'probs': [[0.6611936688423157, 0.2532617449760437, 0.08142486959695816, 0.004119654186069965]], 'pred_prompt': ['A microscopy image obtained through electron microscopy.']}",none,none,none,none,none,none
6834,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through synthetic.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A micrograph acquired through brightfield microscopy.,3,"{'pred': [5], 'probs': [[0.2964437007904053, 0.23995663225650787, 0.0006444569444283843, 0.10399922728538513, 0.036022085696458817, 0.3229339122772217]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6835,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through synthetic.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A microscopy image obtained through brightfield microscopy.,3,"{'pred': [1], 'probs': [[0.3065776526927948, 0.3872135281562805, 0.00023059002705849707, 0.2664802074432373, 0.021083848550915718, 0.01841415837407112]], 'pred_prompt': ['A microscopy image obtained through differential interference contrast microscopy.']}",none,none,none,none,none,none
6836,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,"A micrograph, typically studied in pathology.",0,"{'pred': [3], 'probs': [[0.00040443355101160705, 0.006346867419779301, 0.04727717116475105, 0.9452702403068542, 0.0004089629219379276, 0.00029234567773528397]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
6837,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A microscopy image frequently studied in pathology.,0,"{'pred': [2], 'probs': [[0.004679775331169367, 0.2036295235157013, 0.482975035905838, 0.29912397265434265, 0.004407626576721668, 0.0051840320229530334]], 'pred_prompt': ['A microscopy image frequently studied in cytology.']}",none,none,none,none,none,none
6838,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Giemsa.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Gram.', 'A micrograph stained with Ziehl-Neelsen.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A micrograph stained with Giemsa.,0,"{'pred': [0], 'probs': [[0.9987454414367676, 6.195229218519671e-08, 5.235225034994073e-05, 0.0001416430895915255, 1.1481649835332064e-06, 0.001059224596247077]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
6839,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Giemsa.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Gram.', 'A microscopy image stained with Ziehl-Neelsen.', 'none of the above']",b56d6298-08df-47be-b065-3b9935c1d4ef,A microscopy image stained with Giemsa.,0,"{'pred': [0], 'probs': [[0.999617338180542, 5.527917892322876e-07, 2.8323838705546223e-05, 5.3225438023218885e-05, 2.467772901582066e-06, 0.00029793920111842453]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
6840,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A micrograph acquired through light microscopy.,0,"{'pred': [3], 'probs': [[0.1918209344148636, 0.14169396460056305, 0.15938164293766022, 0.507103443145752]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6841,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.5503132939338684, 0.38868916034698486, 0.04647235572338104, 0.014525133185088634]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
6842,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through mixed.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A micrograph acquired through brightfield microscopy.,4,"{'pred': [5], 'probs': [[0.19819119572639465, 0.09351573884487152, 0.06029992923140526, 0.03146864473819733, 0.07643618434667587, 0.5400883555412292]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6843,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [0], 'probs': [[0.40752848982810974, 0.09032171964645386, 0.10844065248966217, 0.035733748227357864, 0.28798559308052063, 0.06998984515666962]], 'pred_prompt': ['A microscopy image obtained through differential interference contrast microscopy.']}",none,none,none,none,none,none
6844,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in cytology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,"A micrograph, typically studied in pathology.",2,"{'pred': [3], 'probs': [[0.01435171626508236, 3.0341507795128564e-07, 0.0005015134811401367, 0.9800480008125305, 0.004673507530242205, 0.00042500754352658987]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
6845,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A microscopy image frequently studied in pathology.,2,"{'pred': [3], 'probs': [[0.38479623198509216, 0.00010711262439144775, 0.011180296540260315, 0.41142529249191284, 0.17550545930862427, 0.016985632479190826]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
6846,stain_0,A micrograph stained with {class}.,"['A micrograph stained with synthetic.', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Giemsa.', 'A micrograph stained with Alcian Blue.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A micrograph stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.0019927769899368286, 0.00014048689627088606, 0.0011629797518253326, 0.9817523956298828, 6.210814717633184e-06, 0.014945073053240776]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
6847,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with synthetic.', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with Giemsa.', 'A microscopy image stained with Alcian Blue.', 'none of the above']",47741fc8-2b24-400a-879e-65498ea04ab3,A microscopy image stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.0003683785907924175, 0.00013449352991301566, 0.0018561232136562467, 0.9898148775100708, 3.066045974264853e-05, 0.007795500569045544]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
6848,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A micrograph acquired through light microscopy.,1,"{'pred': [2], 'probs': [[0.070421501994133, 0.1956072598695755, 0.41462060809135437, 0.3193506598472595]], 'pred_prompt': ['A micrograph acquired through electron microscopy.']}",none,none,none,none,none,none
6849,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.021685417741537094, 0.5165984034538269, 0.4542490541934967, 0.007467085029929876]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
6850,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A micrograph acquired through brightfield microscopy.,0,"{'pred': [3], 'probs': [[0.10159875452518463, 0.0360102541744709, 0.011333894915878773, 0.39126670360565186, 0.2054571956396103, 0.2543332278728485]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",none,none,none,none,none,none
6851,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [3], 'probs': [[0.24236111342906952, 0.06405867636203766, 0.0019149554427713156, 0.35800686478614807, 0.3164905905723572, 0.017167719081044197]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",none,none,none,none,none,none
6852,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in cytology.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,"A micrograph, typically studied in pathology.",0,"{'pred': [3], 'probs': [[0.0007064032251946628, 1.776667431840906e-06, 0.0025948258116841316, 0.9248479604721069, 0.06414753198623657, 0.007701416499912739]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
6853,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A microscopy image frequently studied in pathology.,0,"{'pred': [4], 'probs': [[0.022084375843405724, 0.00021520083828363568, 0.010051989927887917, 0.3179987967014313, 0.6033210158348083, 0.04632866382598877]], 'pred_prompt': ['A microscopy image frequently studied in cytology.']}",none,none,none,none,none,none
6854,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Congo Red.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with Wright-Giemsa.', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Giemsa.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A micrograph stained with Giemsa.,4,"{'pred': [2], 'probs': [[1.192654224269063e-07, 5.9467872404184163e-08, 0.9967296123504639, 2.2391246545794274e-07, 0.0032591817434877157, 1.0766382729343604e-05]], 'pred_prompt': ['A micrograph stained with Wright-Giemsa.']}",none,none,none,none,none,none
6855,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Congo Red.', 'A microscopy image stained with Alcian Blue.', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Giemsa.', 'none of the above']",5c8e9783-887b-40c5-a043-f026806881c3,A microscopy image stained with Giemsa.,4,"{'pred': [2], 'probs': [[7.553911984814476e-08, 3.7438559274960426e-07, 0.9955388903617859, 1.7591669632111007e-07, 0.004455991089344025, 4.4027601688867435e-06]], 'pred_prompt': ['A microscopy image stained with Wright-Giemsa.']}",none,none,none,none,none,none
6856,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A micrograph acquired through light microscopy.,0,"{'pred': [3], 'probs': [[0.08323613554239273, 0.14380845427513123, 0.1145469918847084, 0.6584084033966064]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6857,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A microscopy image obtained through light microscopy.,0,"{'pred': [1], 'probs': [[0.3525746762752533, 0.5883312821388245, 0.04309874773025513, 0.015995291993021965]], 'pred_prompt': ['A microscopy image obtained through electron microscopy.']}",none,none,none,none,none,none
6858,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through darkfield microscopy.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A micrograph acquired through brightfield microscopy.,1,"{'pred': [5], 'probs': [[0.1083899587392807, 0.04623972624540329, 0.00017170680803246796, 0.019770817831158638, 0.013910454697906971, 0.8115173578262329]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
6859,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through darkfield microscopy.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A microscopy image obtained through brightfield microscopy.,1,"{'pred': [0], 'probs': [[0.4887675642967224, 0.25489842891693115, 0.00021863507572561502, 0.1195797398686409, 0.015609372407197952, 0.12092632055282593]], 'pred_prompt': ['A microscopy image obtained through differential interference contrast microscopy.']}",none,none,none,none,none,none
6860,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,"A micrograph, typically studied in pathology.",0,"{'pred': [3], 'probs': [[0.000345916545484215, 0.0043159788474440575, 3.7772582572870306e-07, 0.9948155283927917, 0.0002416089118923992, 0.0002805664553306997]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
6861,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A microscopy image frequently studied in pathology.,0,"{'pred': [3], 'probs': [[0.015420764684677124, 0.39445823431015015, 0.00013862884952686727, 0.5806931853294373, 0.003691198071464896, 0.005598084069788456]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
6862,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Gram.', 'A micrograph stained with Giemsa.', 'A micrograph stained with Basic fuchsin.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Papanicolaou.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A micrograph stained with Giemsa.,1,"{'pred': [1], 'probs': [[0.00011695473949657753, 0.9955379962921143, 0.000749447790440172, 3.6452333915804047e-06, 0.00016611050523351878, 0.003425913630053401]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
6863,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Gram.', 'A microscopy image stained with Giemsa.', 'A microscopy image stained with Basic fuchsin.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Papanicolaou.', 'none of the above']",e1b923d2-04ba-4d99-b0d6-14c825eb9dc3,A microscopy image stained with Giemsa.,1,"{'pred': [1], 'probs': [[6.000826761010103e-05, 0.9983792304992676, 0.0008244620985351503, 1.0553711945249233e-05, 7.756542618153617e-05, 0.0006481307209469378]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
6864,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",9e3e29fa-f2c4-4dc3-b9f9-bdb16ca1c1c7,A micrograph acquired through light microscopy.,0,"{'pred': [3], 'probs': [[0.05628509446978569, 0.05251634120941162, 0.020555851981043816, 0.8706427216529846]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
