,question_class,question,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
1182,stain_0,A micrograph stained with {class}.,"['A micrograph without any staining.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with IHC(Red).', 'A micrograph stained with Giemsa.', 'none of the above']",5d7c57fe-c04c-419a-8ca0-def02be3f742,A micrograph stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.00430424464866519, 0.9946972131729126, 7.37799837224884e-06, 0.0003846680629067123, 0.0006065221386961639, 3.486452012507746e-12]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1183,stain_1,A microscopy image stained with {class}.,"['A microscopy image without any staining.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with IHC(Red).', 'A microscopy image stained with Giemsa.', 'none of the above']",5d7c57fe-c04c-419a-8ca0-def02be3f742,A microscopy image stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.0015187067911028862, 0.9960392713546753, 6.260636291699484e-05, 0.0005641665193252265, 0.0018153325654566288, 1.1776058427004354e-11]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1184,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.00878525897860527, 0.988868236541748, 0.002325039589777589, 2.149768806702923e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1185,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.004352521151304245, 0.9948029518127441, 0.0008401229861192405, 4.332590378908208e-06]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1186,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through synthetic.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A micrograph acquired through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.0046997833997011185, 0.006843128707259893, 0.9758054614067078, 0.012643103487789631, 6.225357651601371e-07, 7.844199899409432e-06]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1187,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through synthetic.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.039622001349925995, 0.011136766523122787, 0.9408242106437683, 0.008353551849722862, 5.8376772358315066e-05, 5.022345703764586e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1188,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,"A micrograph, typically studied in pathology.",3,"{'pred': [1], 'probs': [[0.030132099986076355, 0.6289709806442261, 0.0001487171248300001, 0.339508980512619, 0.0012384476140141487, 7.82517588504561e-07]], 'pred_prompt': ['A micrograph, typically studied in biology.']}",none,none,none,none,none,none
1189,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A microscopy image frequently studied in pathology.,3,"{'pred': [1], 'probs': [[0.05692249909043312, 0.7379612326622009, 0.001682047382928431, 0.06774222105741501, 0.13568104803562164, 1.09748079921701e-05]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
1190,stain_0,A micrograph stained with {class}.,"['A micrograph stained with IHC(HDab).', 'A micrograph stained with H&E.', 'A micrograph stained with IHC(Red).', 'A micrograph stained with Gram.', 'A micrograph stained with Alcian Blue.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A micrograph stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.9995313882827759, 0.00011608772911131382, 2.1185951482038945e-05, 4.33183740824461e-05, 0.00028796837432309985, 2.3090176437534637e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1191,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with IHC(HDab).', 'A microscopy image stained with H&E.', 'A microscopy image stained with IHC(Red).', 'A microscopy image stained with Gram.', 'A microscopy image stained with Alcian Blue.', 'none of the above']",2cefb6ef-cf97-44dc-859b-ec0f8045f763,A microscopy image stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.9948200583457947, 0.0004811481339856982, 0.00011435880151111633, 0.0004406866792123765, 0.004143678117543459, 5.7012126575273214e-08]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1192,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.9772941470146179, 0.01609969139099121, 0.006596886087208986, 9.405139280715957e-06]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1193,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.9678927063941956, 0.027396634221076965, 0.004704915918409824, 5.741191671404522e-06]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1194,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through darkfield microscopy.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A micrograph acquired through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.01864543743431568, 0.016153989359736443, 0.9222409725189209, 0.03339477628469467, 0.009560011327266693, 4.815671218239004e-06]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1195,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through darkfield microscopy.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.03850425407290459, 0.09618827700614929, 0.8112161159515381, 0.01646903157234192, 0.03761789947748184, 4.515469299803954e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1196,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,"A micrograph, typically studied in pathology.",3,"{'pred': [3], 'probs': [[0.09319154918193817, 0.1645130217075348, 8.970577619038522e-05, 0.7418213486671448, 0.0003843634622171521, 7.401114743288417e-08]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
1197,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A microscopy image frequently studied in pathology.,3,"{'pred': [1], 'probs': [[0.27571332454681396, 0.5412648916244507, 0.08161737024784088, 0.0984664335846901, 0.00290243374183774, 3.552536145434715e-05]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
1198,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Congo Red.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Gram.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with PAS.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A micrograph stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.0001469410490244627, 0.9998364448547363, 1.6104200994959683e-06, 9.630965905671474e-06, 5.361922376323491e-06, 3.983813279262449e-10]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1199,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Congo Red.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Gram.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with PAS.', 'none of the above']",e91d6d24-8e1b-458f-b627-aedf3de14ccd,A microscopy image stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.0005225170752964914, 0.9994159936904907, 5.796298864879645e-06, 3.578920950531028e-05, 1.9959439669037238e-05, 3.348326060859108e-09]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1200,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A micrograph acquired through light microscopy.,2,"{'pred': [2], 'probs': [[0.014243005774915218, 0.008103742264211178, 0.9776125550270081, 4.0721832192502916e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1201,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.009645609185099602, 0.0032263114117085934, 0.98711758852005, 1.0544677024881821e-05]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1202,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through mixed.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A micrograph acquired through brightfield microscopy.,1,"{'pred': [1], 'probs': [[0.011535417288541794, 0.933788001537323, 2.1126863885001512e-06, 0.04536271467804909, 0.009301234968006611, 1.0536708941799589e-05]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1203,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through differential interference contrast microscopy.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A microscopy image obtained through brightfield microscopy.,1,"{'pred': [1], 'probs': [[0.06612700968980789, 0.8829489350318909, 3.6558609281200916e-05, 0.028723372146487236, 0.022157466039061546, 6.78156038702582e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1204,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in cytology.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,"A micrograph, typically studied in pathology.",1,"{'pred': [1], 'probs': [[0.2747983932495117, 0.5709174871444702, 0.14798158407211304, 0.005438113585114479, 0.000864013098180294, 3.934762276003312e-07]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
1205,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A microscopy image frequently studied in pathology.,1,"{'pred': [0], 'probs': [[0.7022112011909485, 0.049388330429792404, 0.1477264165878296, 0.01616198942065239, 0.08448529243469238, 2.685459185158834e-05]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
1206,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Masson Trichrome.', 'A micrograph stained with synthetic.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Congo Red.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A micrograph stained with IHC(HDab).,2,"{'pred': [2], 'probs': [[1.191310516901467e-07, 0.0017799906199797988, 0.9978955984115601, 1.1954315596085507e-05, 0.000312250223942101, 2.6801445507373955e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1207,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Masson Trichrome.', 'A microscopy image stained with synthetic.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Congo Red.', 'none of the above']",2b47d377-21ea-44d6-99af-276ba8cf3876,A microscopy image stained with IHC(HDab).,2,"{'pred': [2], 'probs': [[1.5056652955536265e-06, 0.20519186556339264, 0.7933323979377747, 0.00011254940909566358, 0.0013616434298455715, 4.872780223763584e-08]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1208,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.0006714726332575083, 0.9966132044792175, 0.002714543603360653, 8.480809583488735e-07]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1209,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.00039932422805577517, 0.9994586110115051, 0.00014211429515853524, 3.7069967095959555e-09]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1210,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A micrograph acquired through brightfield microscopy.,4,"{'pred': [4], 'probs': [[0.03569771721959114, 0.00587266031652689, 0.00017074197239708155, 0.002187198493629694, 0.9560701251029968, 1.581315700605046e-06]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1211,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [4], 'probs': [[0.0032821735367178917, 0.02342713624238968, 0.00022469510440714657, 0.0018115030834451318, 0.9712543487548828, 6.34565680002197e-08]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1212,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in radiology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,"A micrograph, typically studied in pathology.",3,"{'pred': [3], 'probs': [[0.002272961428388953, 0.0009418213157914579, 0.06109168753027916, 0.9356883764266968, 5.165969014342409e-06, 8.304644971701691e-09]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
1213,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A microscopy image frequently studied in pathology.,3,"{'pred': [3], 'probs': [[0.06751497089862823, 0.0007049422129057348, 0.16451112926006317, 0.7646805047988892, 0.00258809607475996, 3.712104899022961e-07]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",none,none,none,none,none,none
1214,stain_0,A micrograph stained with {class}.,"['A micrograph stained with IHC(Red).', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Wright-Giemsa.', 'A micrograph stained with Congo Red.', 'A micrograph stained with H&E.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A micrograph stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.0008908160380087793, 0.942480206489563, 9.694525942904875e-06, 0.05348213016986847, 0.003137161722406745, 5.418628878928189e-10]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1215,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with IHC(Red).', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with Congo Red.', 'A microscopy image stained with H&E.', 'none of the above']",6c030919-d992-4711-bb86-1d546a7eb04d,A microscopy image stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.00021267279225867242, 0.9810169339179993, 2.6143461582250893e-06, 0.016686974093317986, 0.0020808500703424215, 1.08553332989203e-10]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1216,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.0179893895983696, 0.9749398827552795, 0.007047823164612055, 2.29032648348948e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1217,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.005576266907155514, 0.9849997162818909, 0.009408465586602688, 1.5568319213343784e-05]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1218,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A micrograph acquired through brightfield microscopy.,4,"{'pred': [4], 'probs': [[0.014630783349275589, 0.006393361836671829, 0.0008765244274400175, 2.777236886686296e-06, 0.9780850410461426, 1.149608851847006e-05]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1219,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [4], 'probs': [[0.05030013620853424, 0.014694430865347385, 0.0005191767704673111, 3.475110497674905e-05, 0.9344348907470703, 1.6614239939372055e-05]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1220,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in biology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in cytology.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,"A micrograph, typically studied in pathology.",2,"{'pred': [2], 'probs': [[0.3127555251121521, 0.003672673599794507, 0.6834088563919067, 2.688100175873842e-05, 0.00013577214849647135, 3.81358205459037e-07]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
1221,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A microscopy image frequently studied in pathology.,2,"{'pred': [0], 'probs': [[0.8907054662704468, 0.015548733063042164, 0.032270826399326324, 0.00037362592411227524, 0.06101471558213234, 8.65748297655955e-05]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
1222,stain_0,A micrograph stained with {class}.,"['A micrograph stained with H&E.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with IHC(Red).', 'A micrograph stained with Wright-Giemsa.', 'A micrograph stained with PAS.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A micrograph stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.002050893846899271, 0.9965425133705139, 0.001138198422268033, 4.7947050916263834e-05, 0.00022041512420400977, 1.9126268568925298e-08]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
1223,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with H&E.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with IHC(Red).', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with PAS.', 'none of the above']",53ed9ed2-b9ee-46a6-a048-5e4dc1b65932,A microscopy image stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[0.002510221442207694, 0.9912481307983398, 0.0044886404648423195, 0.00013546324044000357, 0.0016169199952855706, 5.40589155662019e-07]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
1224,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A micrograph acquired through light microscopy.,2,"{'pred': [2], 'probs': [[0.011937161907553673, 0.08848728239536285, 0.8995591998100281, 1.6393049008911476e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
1225,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.0075420597568154335, 0.27280935645103455, 0.71964031457901, 8.290282494272105e-06]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
1226,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through mixed.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A micrograph acquired through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.012031083926558495, 1.7269099998884485e-06, 0.8074584007263184, 0.018346086144447327, 0.16215528547763824, 7.429604465869488e-06]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
1227,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through mixed.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.06584516912698746, 1.4210772860678844e-05, 0.8522579669952393, 0.04985065385699272, 0.03202250599861145, 9.581163794791792e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
1228,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,"A micrograph, typically studied in pathology.",1,"{'pred': [1], 'probs': [[0.0012275369372218847, 0.6621406078338623, 4.996888674213551e-05, 0.33624589443206787, 0.00033597229048609734, 1.7098786386782194e-08]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
1229,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A microscopy image frequently studied in pathology.,1,"{'pred': [3], 'probs': [[0.01970689930021763, 0.09172467887401581, 0.03711933270096779, 0.844838559627533, 0.006605971604585648, 4.552086011244683e-06]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
1230,stain_0,A micrograph stained with {class}.,"['A micrograph stained with synthetic.', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Basic fuchsin.', 'none of the above']",dd6b4220-c0b2-47f4-8d59-ccfa1e921bcd,A micrograph stained with IHC(HDab).,3,"{'pred': [3], 'probs': [[0.0003498798469081521, 4.658239777199924e-05, 2.282761897731689e-06, 0.9995530247688293, 4.815550710191019e-05, 2.4417941002496946e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
