,question_class,question,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
941,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in pathology.', 'none of the above']",a6558996-053a-4604-a34e-e8fb01c57ab3,A microscopy image frequently studied in pathology.,4,"{'pred': [4], 'probs': [[0.031389109790325165, 0.1423749327659607, 0.0006435291725210845, 0.0005583447637036443, 0.8249657154083252, 6.82966347085312e-05]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
942,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Gram.', 'A micrograph stained with H&E.', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Basic fuchsin.', 'A micrograph without any staining.', 'none of the above']",a6558996-053a-4604-a34e-e8fb01c57ab3,A micrograph stained with H&E.,1,"{'pred': [1], 'probs': [[2.856723995137145e-06, 0.7016873359680176, 1.5134819619788686e-08, 0.0056846425868570805, 0.29262399673461914, 1.1324123079248238e-06]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
943,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Gram.', 'A microscopy image stained with H&E.', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Basic fuchsin.', 'A microscopy image without any staining.', 'none of the above']",a6558996-053a-4604-a34e-e8fb01c57ab3,A microscopy image stained with H&E.,1,"{'pred': [1], 'probs': [[2.1868227122467943e-05, 0.7285788655281067, 3.480087329421622e-08, 0.002689030021429062, 0.26870793104171753, 2.2681731479679e-06]], 'pred_prompt': ['A microscopy image stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
944,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.9495200514793396, 0.039868198335170746, 0.008760870434343815, 0.0018508059438318014]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
945,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.9667477011680603, 0.03218456730246544, 0.0010215900838375092, 4.618016828317195e-05]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
946,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through darkfield microscopy.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A micrograph acquired through brightfield microscopy.,2,"{'pred': [1], 'probs': [[0.10210862755775452, 0.8674201965332031, 0.030234936624765396, 8.07203832664527e-05, 0.0001285543548874557, 2.7037169274990447e-05]], 'pred_prompt': ['A micrograph acquired through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
947,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through darkfield microscopy.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [1], 'probs': [[0.289803683757782, 0.5947384238243103, 0.11498433351516724, 7.252665818668902e-05, 0.00039197070873342454, 9.045886145031545e-06]], 'pred_prompt': ['A microscopy image obtained through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
948,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in dermatology.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,"A micrograph, typically studied in pathology.",0,"{'pred': [0], 'probs': [[0.9297385811805725, 2.2772476313548395e-06, 2.5882366117002675e-07, 0.07003723084926605, 0.00022161549713928252, 9.312811499739837e-08]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
949,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in dermatology.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A microscopy image frequently studied in pathology.,0,"{'pred': [0], 'probs': [[0.9653347134590149, 4.010412885691039e-05, 0.00042002342524938285, 0.030511638149619102, 0.003692181082442403, 1.4207697631718474e-06]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
950,stain_0,A micrograph stained with {class}.,"['A micrograph stained with PAS.', 'A micrograph stained with Congo Red.', 'A micrograph stained with H&E.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with Toluidine Blue.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A micrograph stained with H&E.,2,"{'pred': [2], 'probs': [[0.04682726785540581, 0.009223667904734612, 0.9430801272392273, 0.0008020125678740442, 6.686239794362336e-05, 6.781373684816572e-08]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
951,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with PAS.', 'A microscopy image stained with Congo Red.', 'A microscopy image stained with H&E.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Toluidine Blue.', 'none of the above']",3c98d6e5-5013-4b6b-a992-e3dee9327426,A microscopy image stained with H&E.,2,"{'pred': [2], 'probs': [[0.031589802354574203, 0.004859769716858864, 0.9602708220481873, 0.0032486238051205873, 3.0886949389241636e-05, 4.063570813173101e-08]], 'pred_prompt': ['A microscopy image stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
952,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.02277442067861557, 0.9607305526733398, 0.01644217222929001, 5.294567745295353e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
953,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.055432792752981186, 0.942798376083374, 0.0017682029865682125, 6.373095402523177e-07]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
954,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A micrograph acquired through brightfield microscopy.,4,"{'pred': [3], 'probs': [[0.0034456965513527393, 0.021532710641622543, 0.00019673237693496048, 0.9724277257919312, 0.0023968645837157965, 2.2653981091025344e-07]], 'pred_prompt': ['A micrograph acquired through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
955,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [3], 'probs': [[0.014993542805314064, 0.019363563507795334, 0.0006193734589032829, 0.9542690515518188, 0.010754468850791454, 5.78491139435755e-08]], 'pred_prompt': ['A microscopy image obtained through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
956,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in biology.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,"A micrograph, typically studied in pathology.",0,"{'pred': [0], 'probs': [[0.989775538444519, 1.803089071472641e-05, 2.8373647182888817e-06, 1.2679174687946215e-06, 0.010202238336205482, 4.2787681731049076e-10]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
957,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in biology.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A microscopy image frequently studied in pathology.,0,"{'pred': [0], 'probs': [[0.8710426092147827, 0.000837407074868679, 0.00021879636915400624, 0.0012780920369550586, 0.1266230344772339, 1.8507973820192092e-08]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
958,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Basic fuchsin.', 'A micrograph stained with Congo Red.', 'A micrograph stained with H&E.', 'A micrograph stained with Gram.', 'A micrograph stained with Alcian Blue.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A micrograph stained with H&E.,2,"{'pred': [2], 'probs': [[0.016429012641310692, 0.004134759772568941, 0.9783462882041931, 2.4823559670039685e-06, 0.0010874245781451464, 4.137018727590203e-09]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
959,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Basic fuchsin.', 'A microscopy image stained with Congo Red.', 'A microscopy image stained with H&E.', 'A microscopy image stained with Gram.', 'A microscopy image stained with Alcian Blue.', 'none of the above']",e035efd0-fbad-4e2a-afc4-255033cc39b2,A microscopy image stained with H&E.,2,"{'pred': [2], 'probs': [[0.0040993886068463326, 0.002119995653629303, 0.9924055933952332, 1.0171180292672943e-05, 0.0013647835003212094, 4.814746823456062e-09]], 'pred_prompt': ['A microscopy image stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
960,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.9664170145988464, 0.017212627455592155, 0.012401740998029709, 0.0039686416275799274]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
961,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.9781224727630615, 0.021245481446385384, 0.0006276556523516774, 4.356841145636281e-06]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
962,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A micrograph acquired through brightfield microscopy.,1,"{'pred': [0], 'probs': [[0.9903132915496826, 0.0023985588923096657, 0.001167898764833808, 0.00324948038905859, 0.002864403650164604, 6.470209882536437e-06]], 'pred_prompt': ['A micrograph acquired through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
963,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A microscopy image obtained through brightfield microscopy.,1,"{'pred': [0], 'probs': [[0.9167857766151428, 0.02665337175130844, 0.0008297620224766433, 0.0362214595079422, 0.019508803263306618, 8.869983503245749e-07]], 'pred_prompt': ['A microscopy image obtained through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
964,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in radiology.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,"A micrograph, typically studied in pathology.",1,"{'pred': [1], 'probs': [[0.01947162114083767, 0.806359589099884, 1.844690450525377e-05, 0.0010954963508993387, 0.17305482923984528, 4.589262303511532e-08]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
965,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in radiology.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A microscopy image frequently studied in pathology.,1,"{'pred': [1], 'probs': [[0.3379765450954437, 0.5407838225364685, 0.0018113106489181519, 0.006659897975623608, 0.11276832222938538, 5.8253394996654606e-08]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
966,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Congo Red.', 'A micrograph stained with synthetic.', 'A micrograph stained with H&E.', 'A micrograph stained with IHC(Red).', 'A micrograph stained with Basic fuchsin.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A micrograph stained with H&E.,2,"{'pred': [2], 'probs': [[0.0322098433971405, 0.001545742154121399, 0.8528632521629333, 0.11209622770547867, 0.0012847887119278312, 9.857225080622811e-08]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
967,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Congo Red.', 'A microscopy image stained with synthetic.', 'A microscopy image stained with H&E.', 'A microscopy image stained with IHC(Red).', 'A microscopy image stained with Basic fuchsin.', 'none of the above']",1b506d99-9a52-4965-86fb-112eccc8e38b,A microscopy image stained with H&E.,2,"{'pred': [2], 'probs': [[0.004499634262174368, 0.0014517789240926504, 0.9603157639503479, 0.033390339463949203, 0.0003424863680265844, 9.08289710110921e-09]], 'pred_prompt': ['A microscopy image stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
968,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.6860772371292114, 0.10556633770465851, 0.003720296313986182, 0.2046360969543457]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
969,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.9149600267410278, 0.08163781464099884, 0.0007025997620075941, 0.0026994908694177866]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
970,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A micrograph acquired through brightfield microscopy.,4,"{'pred': [0], 'probs': [[0.9386718273162842, 0.03468036651611328, 8.463420090265572e-05, 0.00016475238953717053, 0.02392284758388996, 0.002475549466907978]], 'pred_prompt': ['A micrograph acquired through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
971,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [0], 'probs': [[0.7756479978561401, 0.1469849944114685, 0.00011868096771650016, 0.00048410959425382316, 0.07629191875457764, 0.00047219934640452266]], 'pred_prompt': ['A microscopy image obtained through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
972,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,"A micrograph, typically studied in pathology.",4,"{'pred': [4], 'probs': [[4.4072098717151675e-06, 4.492174048209563e-05, 0.015740010887384415, 0.007293681614100933, 0.9768955707550049, 2.1379430108936504e-05]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
973,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A microscopy image frequently studied in pathology.,4,"{'pred': [4], 'probs': [[8.382672967854887e-05, 0.0007514010649174452, 0.019841549918055534, 0.12026643007993698, 0.8588241934776306, 0.00023267330834642053]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
974,stain_0,A micrograph stained with {class}.,"['A micrograph stained with H&E.', 'A micrograph stained with Congo Red.', 'A micrograph stained with Masson Trichrome.', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Ziehl-Neelsen.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A micrograph stained with H&E.,0,"{'pred': [0], 'probs': [[0.9884796738624573, 0.005369336809962988, 0.006148218642920256, 2.940386139016482e-07, 6.538791694765678e-07, 1.7497648059361381e-06]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
975,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with H&E.', 'A microscopy image stained with Congo Red.', 'A microscopy image stained with Masson Trichrome.', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Ziehl-Neelsen.', 'none of the above']",0ab7d779-18b0-4298-aba8-47c5ff248f37,A microscopy image stained with H&E.,0,"{'pred': [0], 'probs': [[0.9926319122314453, 0.001831142813898623, 0.005534800700843334, 3.374313450876798e-07, 6.953445677027048e-07, 1.0521310969124897e-06]], 'pred_prompt': ['A microscopy image stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
976,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A micrograph acquired through light microscopy.,2,"{'pred': [2], 'probs': [[0.03581169247627258, 0.003479424398392439, 0.8808289766311646, 0.07987990230321884]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
977,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.03983813524246216, 0.00048806463018991053, 0.9579031467437744, 0.0017706502694636583]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
978,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through synthetic.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A micrograph acquired through brightfield microscopy.,3,"{'pred': [1], 'probs': [[0.17665041983127594, 0.5865888595581055, 0.0009601595811545849, 0.22278037667274475, 0.0012575716245919466, 0.011762668378651142]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
979,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through synthetic.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A microscopy image obtained through brightfield microscopy.,3,"{'pred': [1], 'probs': [[0.14069567620754242, 0.655401349067688, 0.0005775609170086682, 0.20133939385414124, 0.000916783232241869, 0.001069208374246955]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
980,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,"A micrograph, typically studied in pathology.",2,"{'pred': [2], 'probs': [[0.0003128017415292561, 6.706815838697366e-06, 0.8193141222000122, 0.12066802382469177, 0.05966395512223244, 3.446584742050618e-05]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
981,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A microscopy image frequently studied in pathology.,2,"{'pred': [2], 'probs': [[0.00541259441524744, 0.00010372680117143318, 0.7975233197212219, 0.018312247470021248, 0.17823515832424164, 0.0004129976441618055]], 'pred_prompt': ['A microscopy image frequently studied in pathology.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
982,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Alcian Blue.', 'A micrograph stained with H&E.', 'A micrograph stained with Wright-Giemsa.', 'A micrograph without any staining.', 'A micrograph stained with Ziehl-Neelsen.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A micrograph stained with H&E.,1,"{'pred': [1], 'probs': [[0.013241542503237724, 0.506385862827301, 4.7060175347724e-06, 0.48033806681632996, 2.6266841814504005e-05, 3.511579507176066e-06]], 'pred_prompt': ['A micrograph stained with H&E.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
983,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Alcian Blue.', 'A microscopy image stained with H&E.', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image without any staining.', 'A microscopy image stained with Ziehl-Neelsen.', 'none of the above']",0c3d4ab2-0b58-4cbf-8582-090018b294f8,A microscopy image stained with H&E.,1,"{'pred': [3], 'probs': [[0.01011844351887703, 0.36936575174331665, 3.3046740099962335e-06, 0.6204996705055237, 9.176350431516767e-06, 3.6865037600364303e-06]], 'pred_prompt': ['A microscopy image without any staining.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
984,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",358c19ea-bc9f-4d03-807b-53194159206e,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.029035240411758423, 0.7324914932250977, 0.00791429914534092, 0.23055900633335114]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
985,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",358c19ea-bc9f-4d03-807b-53194159206e,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.04227369278669357, 0.9513000845909119, 0.0010411090916022658, 0.005385055206716061]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
986,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",358c19ea-bc9f-4d03-807b-53194159206e,A micrograph acquired through brightfield microscopy.,0,"{'pred': [2], 'probs': [[0.031169792637228966, 0.00024979529553093016, 0.9326623678207397, 8.281879854621366e-05, 0.03030654415488243, 0.005528724752366543]], 'pred_prompt': ['A micrograph acquired through polarized light microscopy.']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
